1;4040;4004040;PARQUE INFANTIL MOD 0008;TERRA
2;10;2102130002;ACESSO M1;TERRA;LILAS;2;UN
2;20;2102130002;ACESSO M1;TERRA;VERMELH;1;UN
2;30;2102130003;DEGRAU M1;TERRA;AMARELO;1;UN
2;40;2102130003;DEGRAU M1;TERRA;AZUL;1;UN
2;50;2102130003;DEGRAU M1;TERRA;VERDE;1;UN
2;60;2102130003;DEGRAU M1;TERRA;VERMELH;1;UN
2;70;2102150006;ESCORREGADOR M5;TERRA;AMARELO;2;UN
2;80;2102150006;ESCORREGADOR M5;TERRA;LILAS;1;UN
2;90;2102150006;ESCORREGADOR M5;TERRA;LIMAO;1;UN
2;100;2102150007;PONTEIRA M2;TERRA;AMARELO;1;UN
2;110;2102160002;FECHAMENTO M1;TERRA;VERDE;1;UN
2;120;2102160004;PORTAL M2;TERRA;AZUL;2;UN
2;130;2102160004;PORTAL M2;TERRA;LILAS;1;UN
2;140;2102160004;PORTAL M2;TERRA;LIMAO;2;UN
2;150;2102160004;PORTAL M2;TERRA;VERMELH;1;UN
2;160;2102160007;PORTAL M3;TERRA;AMARELO;1;UN
2;170;2102160007;PORTAL M3;TERRA;LIMAO;1;UN
2;180;2102160007;PORTAL M3;TERRA;VERDE;1;UN
2;190;2102160008;LATERAL M1;TERRA;AMARELO;6;UN
2;200;2102160009;LATERAL M2;TERRA;AMARELO;2;UN
2;210;2102160011;LATERAL M3;TERRA;LIMAO;4;UN
2;220;2102160012;LATERAL M4;TERRA;LIMAO;8;UN
2;230;2102160013;PORTAL M4;TERRA;AZUL;3;UN
2;240;2102160013;PORTAL M4;TERRA;LIMAO;1;UN
2;250;2102170001;PLATAFORMA M1;TERRA;CINZA;6;UN
2;260;2102190001;TOLDO M1;TERRA;AZUL;1;UN
2;270;2102190001;TOLDO M1;TERRA;VERDE;1;UN
2;280;2102190001;TOLDO M1;TERRA;VERMELH;2;UN
2;290;2102190002;TOLDO M2;TERRA;AZUL;1;UN
2;300;2232230037;SUP LATERAL 3M M1 GALV;TERRA;UNICA;2;UN
2;310;2232230044;SUP LATERAL 3M M2 GALV;TERRA;UNICA;2;UN
2;320;2262260050;TRAV BALANCO ACOP M4 PINT;TERRA;UNICA;1;UN
2;330;2262260051;COLUNA BALANCO M4 PINT;TERRA;UNICA;2;UN
2;340;2262261009;CORRIMAO PASS DE CORDAS 2M PINT;TERRA;UNICA;2;UN
2;350;2262262001;BARRA RETA 1M PINT;TERRA;UNICA;1;UN
2;360;2262262004;PEGA MAO 80CM PINT;TERRA;UNICA;6;UN
2;370;2262262006;PEGA MAO 120CM PINT;TERRA;UNICA;2;UN
2;380;2262262026;PE CARACOL M1 78CM PINT;TERRA;UNICA;1;UN
2;390;2262262027;PE CARACOL M1 116CM PINT;TERRA;UNICA;1;UN
2;400;2402400023;COLUNA TERRA 250 CM - 165 CM - SEM TAMPA;TERRA;UNICA;8;UN
2;410;2402400028;COLUNA TERRA 230 CM - 145 CM - COM TAMPA;TERRA;UNICA;10;UN
2;420;2402400029;COLUNA TERRA 230 CM - 180 CM - COM TAMPA;TERRA;UNICA;4;UN
2;430;3003000003;TEIA DE ARANHA M2;TERRA;LARANJA;1;UN
2;440;3003000003;TEIA DE ARANHA M2;TERRA;LIMAO;1;UN
2;450;3003000005;CADEIRA BALANCO M2;TERRA;LILAS;1;UN
2;460;3003000005;CADEIRA BALANCO M2;TERRA;VERMELH;1;UN
2;470;3003000017;TOBOGA M4;TERRA;AZUL;1;UN
2;480;3003000033;RAMPA DE AGARRA;TERRA;SORTIDA;1;UN
2;490;3003000039;PASSARELA FIXA 3M M3;TERRA;COLORID;1;UN
2;500;3003000041;MEIO CARACOL M1;TERRA;VERMELH;1;UN
2;510;3003000044;TUNEL RETO 2M M3;TERRA;VERDE;1;UN
2;520;3003010007;PASSARELA DE CORDAS 2M;TERRA;UNICA;1;UN
2;530;3003020092;KIT PF BALANCO ACOP M4 TERRA;TERRA;UNICA;1;UN
2;540;3003020014;KIT PF FECHAMENTO M1;TERRA;UNICA;1;UN
2;550;3003020030;KIT PF BARRA RETA 1M;TERRA;UNICA;1;UN
2;560;3003020020;KIT PF PORTAL M2;TERRA;UNICA;6;UN
2;570;3003020026;KIT PF PEGA MAO;TERRA;UNICA;8;UN
2;580;3003020090;KIT PF ESCADA M4 TERRA;TERRA;UNICA;1;UN
2;590;3003020079;KIT PF ESCORREGADOR M5 TERRA;TERRA;UNICA;4;UN
2;600;3003020120;KIT PF LATERAL PASS FIXA M3;TERRA;UNICA;2;UN
2;610;3003020166;KIT PF MEIO CARACOL M1;TERRA;UNICA;1;UN
2;620;3003020160;KIT PF ANCORAGEM TERRA M1;TERRA;UNICA;5;UN
2;630;3003020183;KIT PF ANCORAGEM TERRA M3;TERRA;UNICA;1;UN
2;640;3003020099;KIT PF PASSARELA CURVA POSITIVA M2;TERRA;UNICA;1;UN
2;650;3003020053;KIT PF PASS CORDAS M2;TERRA;UNICA;1;UN
2;660;3003020153;KIT PF PASS FIXA M3;TERRA;UNICA;1;UN
2;670;3003020134;KIT PF PORTAL M3;TERRA;UNICA;2;UN
2;680;3003020131;KIT PF PORTAL M4;TERRA;UNICA;4;UN
2;690;3003020179;KIT PF FIXACAO M1;TERRA;UNICA;3;UN
2;700;3003020129;KIT PF TOBOGA M4 TERRA;TERRA;UNICA;1;UN
2;710;3003020004;KIT PF TOLDO M1;TERRA;UNICA;4;UN
2;720;3003020005;KIT PF TOLDO M2;TERRA;UNICA;1;UN
