1;4040;4004040;PARQUE INFANTIL MOD MC12 01;TERRA
2;10;2102120001;DUTO RETO M1;TERRA;VERMELH;2;UN
2;20;2102130001;ESCADA M1;TERRA;VERDE;1;UN
2;30;2102130002;ACESSO M1;TERRA;VERDE;3;UN
2;40;2102130002;ACESSO M1;TERRA;VERMELH;1;UN
2;50;2102130003;DEGRAU M1;TERRA;AMARELO;1;UN
2;60;2102130003;DEGRAU M1;TERRA;AZUL;1;UN
2;70;2102130003;DEGRAU M1;TERRA;VERDE;1;UN
2;80;2102130003;DEGRAU M1;TERRA;VERMELH;1;UN
2;90;2102140002;ESCALADA M2;TERRA;AZUL;1;UN
2;100;2102150002;ESCORREGADOR M2;TERRA;LARANJA;1;UN
2;110;2102150004;ESCORREGADOR M4;TERRA;LARANJA;1;UN
2;120;2102150006;ESCORREGADOR M5;TERRA;AMARELO;1;UN
2;130;2102150007;PONTEIRA M2;TERRA;AMARELO;3;UN
2;140;2102160002;FECHAMENTO M1;TERRA;LARANJA;1;UN
2;150;2102160002;FECHAMENTO M1;TERRA;LIMAO;3;UN
2;160;2102160004;PORTAL M2;TERRA;AZUL;1;UN
2;170;2102160004;PORTAL M2;TERRA;LILAS;1;UN
2;180;2102160004;PORTAL M2;TERRA;LIMAO;2;UN
2;190;2102160004;PORTAL M2;TERRA;VERDE;3;UN
2;200;2102160004;PORTAL M2;TERRA;VERMELH;1;UN
2;210;2102160007;PORTAL M3;TERRA;AMARELO;2;UN
2;220;2102160007;PORTAL M3;TERRA;VERDE;1;UN
2;230;2102160008;LATERAL M1;TERRA;AMARELO;8;UN
2;240;2102160009;LATERAL M2;TERRA;AMARELO;2;UN
2;250;2102160011;LATERAL M3;TERRA;AMARELO;8;UN
2;260;2102160011;LATERAL M3;TERRA;LIMAO;4;UN
2;270;2102160012;LATERAL M4;TERRA;AMARELO;8;UN
2;280;2102160012;LATERAL M4;TERRA;LIMAO;4;UN
2;290;2102160013;PORTAL M4;TERRA;AZUL;2;UN
2;300;2102160014;BORDA M3;TERRA;AMARELO;1;UN
2;310;2102160015;FECHAMENTO M2;TERRA;LARANJA;1;UN
2;320;2102160015;FECHAMENTO M2;TERRA;LILAS;1;UN
2;330;2102160015;FECHAMENTO M2;TERRA;LIMAO;1;UN
2;340;2102170001;PLATAFORMA M1;TERRA;CINZA;12;UN
2;350;2102170002;PLATAFORMA M2;TERRA;COLORID;2;UN
2;360;2102190002;TOLDO M2;TERRA;AZUL;3;UN
2;370;2102190002;TOLDO M2;TERRA;VERDE;2;UN
2;380;2102190002;TOLDO M2;TERRA;VERMELH;2;UN
2;390;2102199002;DISCO M1;TERRA;AMARELO;4;UN
2;400;2102199002;DISCO M1;TERRA;LILAS;4;UN
2;410;2102199005;COQUEIRO M1;TERRA;VERDE;4;UN
2;420;2102199008;CONE M1;TERRA;AMARELO;1;UN
2;430;2102199009;TAMPA M1;TERRA;COLORID;18;UN
2;440;2102199010;SUP PONTEIRA M2;TERRA;AMARELO;1;UN
2;450;2102199013;DISCO M2;TERRA;AMARELO;1;UN
2;460;2102199013;DISCO M2;TERRA;LARANJA;1;UN
2;470;2102199013;DISCO M2;TERRA;LILAS;1;UN
2;480;2102199013;DISCO M2;TERRA;LIMAO;1;UN
2;490;2102199013;DISCO M2;TERRA;VERMELH;1;UN
2;500;2232230009;PE ESCORR 66CM GALV;TERRA;UNICA;1;UN
2;510;2232230010;PE ESCORR 76CM GALV;TERRA;UNICA;1;UN
2;520;2232230035;SUP LATERAL 1M M1 GALV;TERRA;UNICA;4;UN
2;530;2232230036;SUP LATERAL 2M M1 GALV;TERRA;UNICA;4;UN
2;540;2232230038;EST PASS FIXA 1M GALV;TERRA;UNICA;2;UN
2;550;2232230042;SUP LATERAL 1M M2 GALV;TERRA;UNICA;4;UN
2;560;2232230043;SUP LATERAL 2M M2 GALV;TERRA;UNICA;4;UN
2;570;2262260007;BOMBEIRO DE DISCO M1 PINT;TERRA;UNICA;1;UN
2;580;2262260016;TRAV SKATE ACOP M1 PINT;TERRA;UNICA;2;UN
2;590;2262260021;TRAVA TORRE M1 PINT;TERRA;UNICA;1;UN
2;600;2262260029;BASE GANGORRA M1 PINT;TERRA;UNICA;4;UN
2;610;2262260030;EST GANGORRA M1 PINT;TERRA;UNICA;4;UN
2;620;2262260050;TRAV BALANCO ACOP M4 PINT;TERRA;UNICA;1;UN
2;630;2262260051;COLUNA BALANCO M4 PINT;TERRA;UNICA;2;UN
2;640;2262261001;CORRIMAO ESCADA M1 PINT;TERRA;UNICA;2;UN
2;650;2262261007;CORRIMAO ESCADA DE DISCO M1 PINT;TERRA;UNICA;2;UN
2;660;2262261009;CORRIMAO PASS DE CORDAS 2M PINT;TERRA;UNICA;2;UN
2;670;2262262001;BARRA RETA 1M PINT;TERRA;UNICA;1;UN
2;680;2262262004;PEGA MAO 80CM PINT;TERRA;UNICA;4;UN
2;690;2262262005;PE PLACA INFORMATIVA PINT;TERRA;UNICA;2;UN
2;700;2262262006;PEGA MAO 120CM PINT;TERRA;UNICA;2;UN
2;710;2262262026;PE CARACOL M1 78CM PINT;TERRA;UNICA;2;UN
2;720;2262262027;PE CARACOL M1 116CM PINT;TERRA;UNICA;2;UN
2;730;3003000002;TEIA DE ARANHA M1;TERRA;LARANJA;1;UN
2;740;3003000003;TEIA DE ARANHA M2;TERRA;LARANJA;1;UN
2;750;3003000004;JOGO DA VELHA;TERRA;SORTIDA;3;UN
2;760;3003000005;CADEIRA BALANCO M2;TERRA;LILAS;1;UN
2;770;3003000006;SKATE M1;TERRA;VERMELH;2;UN
2;780;3003000009;ESCADA DE DISCO M1;TERRA;SORTIDA;1;UN
2;790;3003000012;TUNEL RETO 1M;TERRA;VERMELH;1;UN
2;800;3003000018;TUNEL DE NIVEL M1;TERRA;AZUL;1;UN
2;810;3003000021;RAMPA DE NO M3;TERRA;SORTIDA;1;UN
2;820;3003000022;RAMPA DE TACOS M3;TERRA;VERDE;1;UN
2;830;3003000023;ESCADA FOGUETINHO M2;TERRA;SORTIDA;1;UN
2;840;3003000024;DUTO TOBOGA M3 LADO A;TERRA;AZUL;1;UN
